lemma,roleset_id,role,description
politicize,politicize.01,ARG1,issue
poll,poll.01,ARG0,poller
poll,poll.01,ARG1,people asked
poll,poll.01,ARG2,topic
pollinate,pollinate.01,ARG0,"fertilizer, agent"
pollinate,pollinate.01,ARG1,plant  pollinated
pollute,pollute.01,ARG0,causer
pollute,pollute.01,ARG1,entity polluted
ponder,ponder.01,ARG0,thinker
ponder,ponder.01,ARG1,thought
pontificate,pontificate.01,ARG0,speaker (Pope)
pontificate,pontificate.01,ARG1,utterance
pontificate,pontificate.01,ARG2,listener
pool,pool.01,ARG0,"collector(s), agent(s)"
pool,pool.01,ARG1,thing collected
pool,pool.01,ARG2,secondary attribute of arg1
pool,pool.02,ARG1,thing forming a puddle
pop,pop.01,ARG0,maker of sounds
pop,pop.02,ARG0,causer of popping
pop,pop.02,ARG1,"thing popping, bubble"
pop,pop.04,ARG0,causer of motion
pop,pop.04,ARG1,entity in motion
pop,pop.04,ARG2,"EXT, distance moved"
pop,pop.04,ARG3,start point
pop,pop.04,ARG4,end point
pop,pop.04,ARG5,direction
pop_up,pop.03,ARG1,thing appearing
popularize,popularize.01,ARG0,popularizer
popularize,popularize.01,ARG1,thing now popular
popularize,popularize.01,ARG2,instrument
populate,populate.01,ARG0,provider
populate,populate.01,ARG1,area
populate,populate.01,ARG2,population
pore,pore.01,ARG0,"studier, agent"
pore,pore.01,ARG1,entity pored over
port,port.01,ARG0,"carrier, agent"
port,port.01,ARG1,entity ported
portend,portend.01,ARG0,thing portending
portend,portend.01,ARG1,sign
portend,portend.01,ARG2,portend for
portray,portray.01,ARG0,labeller
portray,portray.01,ARG1,item being labelled
portray,portray.01,ARG2,attribute
pose,pose.01,ARG0,player
pose,pose.01,ARG1,role
pose,pose.02,ARG0,poser
pose,pose.02,ARG1,"question, etc"
pose,pose.02,ARG2,hearer
position,position.01,ARG0,"agent, putter"
position,position.01,ARG1,"thing positioned, often REC"
position,position.01,ARG2,"location or position, or attribute of arg1"
possess,possess.01,ARG0,possessor
possess,possess.01,ARG1,possession
post,post.01,ARG0,poster
post,post.01,ARG1,posted
post,post.01,ARG2,posted-to
postmark,postmark.01,ARG0,"applier of stamp, agent"
postmark,postmark.01,ARG1,letter
postmark,postmark.01,ARG2,temporal attribute
postpone,postpone.01,ARG0,"agent, causer of delay"
postpone,postpone.01,ARG1,event delayed
postpone,postpone.01,ARG2,"delay itself, EXT, time period"
postpone,postpone.01,ARG3,original time
postpone,postpone.01,ARG4,new time
posture,posture.01,ARG0,assumer of pose
posture,posture.01,ARG1,pose
pounce,pounce.01,ARG0,"attacker, agent"
pounce,pounce.01,ARG1,thing pounced on
pound,pound.02,ARG0,"agent, hitter"
pound,pound.02,ARG1,thing hit
pound,pound.02,ARG2,"instrument, thing hit by or with"
pound,pound.03,ARG0,creator
pound,pound.03,ARG1,"thing pounded, raw material"
pound,pound.03,ARG2,end product
pound_out,pound.01,ARG0,"pounder, extractor"
pound_out,pound.01,ARG1,thing extracted
pour,pour.01,ARG0,"agent, pourer"
pour,pour.01,ARG1,liquid
pour,pour.01,ARG2,source
pour,pour.01,ARG3,destination
power,power.01,ARG0,source of power
power,power.01,ARG1,entity supplied with power
power,power.01,ARG2,entity powered with
practice,practice.01,ARG0,practicer
practice,practice.01,ARG1,skill
practice,practice.01,ARG2,instrument
praise,praise.01,ARG0,praiser
praise,praise.01,ARG1,praised
praise,praise.01,ARG2,reason
prance,prance.01,ARG0,entity in motion
prance,prance.01,ARG1,path
pray,pray.01,ARG0,pray-er
pray,pray.01,ARG1,prayer
pray,pray.01,ARG2,God
pre-empt,pre-empt.01,ARG0,preeminent thing
pre-empt,pre-empt.01,ARG1,lesser thing(s)
preach,preach.01,ARG0,"preacher, agent"
preach,preach.01,ARG1,utterance
prearrange,prearrange.01,ARG0,arranger
prearrange,prearrange.01,ARG1,thing arranged
precede,precede.01,ARG0,thing preceding
precede,precede.01,ARG1,thing preceded
precede,precede.01,ARGA,causal agent
precipitate,precipitate.01,ARG0,cause
precipitate,precipitate.01,ARG1,precipitated action
preclude,preclude.01,ARG0,preventer
preclude,preclude.01,ARG1,Theme (action or object being prevented)
preclude,preclude.01,ARG2,secondary predication or action
preclude,preclude.01,ARG3,instrument
predate,predate.01,ARG1,thing coming before
predate,predate.01,ARG2,thing coming after
predetermine,predetermine.01,ARG0,determiner
predetermine,predetermine.01,ARG1,determination
predicate,predicate.01,ARG0,"establisher, agent"
predicate,predicate.01,ARG1,entity predicated
predicate,predicate.01,ARG2,predicated on
predict,predict.01,ARG0,fortune teller
predict,predict.01,ARG1,prediction
predispose,predispose.01,ARG0,entity predisposing
predispose,predispose.01,ARG1,entity predisposed
predispose,predispose.01,ARG2,predisposed to
prefer,prefer.01,ARG0,"chooser, agent"
prefer,prefer.01,ARG1,entity chosen
prefer,prefer.01,ARG2,entity compared to
form,preform.01,ARG0,creator
form,preform.01,ARG1,thing created
form,preform.01,ARG2,source
form,preform.01,ARG3,benefactive
form,preform.01,ARG4,"attribute, secondary predication"
prejudice,prejudice.01,ARG0,causer
prejudice,prejudice.01,ARG1,prejudiced entity
prejudice,prejudice.01,ARG2,prejudiced against
premiere,premiere.01,ARG0,causal agent
premiere,premiere.01,ARG1,thing premiering
preoccupy,preoccupy.01,ARG0,causer of preoccupation
preoccupy,preoccupy.01,ARG1,preoccupied entity
preoccupy,preoccupy.01,ARG2,focus of attention
prepare,prepare.01,ARG0,creator
prepare,prepare.01,ARG1,creation
prepare,prepare.01,ARG2,"created-from, thing changed"
prepare,prepare.01,ARG3,benefactive
prepare,prepare.02,ARG0,preparer
prepare,prepare.02,ARG1,thing made ready
prepare,prepare.02,ARG2,ready for
prepay,prepay.01,ARG0,payer or buyer
prepay,prepay.01,ARG1,thing paid for (often debt)
prepay,prepay.01,ARG2,seller or person being paid
prepay,prepay.01,ARG3,price paid
presage,presage.01,ARG0,sign
presage,presage.01,ARG1,future
prescribe,prescribe.01,ARG0,"establisher of rules, agent"
prescribe,prescribe.01,ARG1,rule
prescribe,prescribe.02,ARG0,doctor
prescribe,prescribe.02,ARG1,medicine
prescribe,prescribe.02,ARG2,prescribed for
present,present.01,ARG0,giver
present,present.01,ARG1,thing given
present,present.01,ARG2,given to
present,present.01,ARG3,secondary attribute of thing given
preserve,preserve.01,ARG0,preserver
preserve,preserve.01,ARG1,thing preserved
preserve,preserve.01,ARG2,benefactive
preside,preside.01,ARG0,leader
preside,preside.01,ARG1,led
press,press.01,ARG0,presser
press,press.01,ARG1,pressed (on)
press,press.01,ARG2,"goal, pressed-for"
press,press.02,ARG0,mover
press,press.02,ARG1,moved
press,press.02,ARGM,"ahead, usually"
pressure,pressure.01,ARG0,presser
pressure,pressure.01,ARG1,pressed (on)
pressure,pressure.01,ARG2,"goal, pressed-for"
pressure,pressure.02,ARG0,mover
pressure,pressure.02,ARG1,moved
pressure,pressure.02,ARGM,"ahead, usually"
presume,presume.01,ARG0,"presumer, agent"
presume,presume.01,ARG1,entity presumed
presume,presume.01,ARG2,secondary predicate on arg1
pretend,pretend.01,ARG0,pretender
pretend,pretend.01,ARG1,premise
prevail,prevail.01,ARG0,winner
prevail,prevail.01,ARG1,loser
prevail,prevail.01,ARG2,competition
prevail,prevail.02,ARG1,thing that exists
prevent,prevent.01,ARG0,Agent
prevent,prevent.01,ARG1,Theme (action or object being prevented)
prevent,prevent.01,ARG2,secondary predication or action
prevent,prevent.01,ARG3,instrument
preview,preview.01,ARG0,"pre-viewer, agent"
preview,preview.01,ARG1,entity previewed
prey,prey.01,ARG0,"hunter, agent"
prey,prey.01,ARG1,entity  preyed on
price,price.01,ARG0,seller
price,price.01,ARG1,commodity
price,price.01,ARG2,price
prick,prick.01,ARG0,prick(er)
prick,prick.01,ARG1,victim
prime,prime.01,ARG0,"agent, primer"
prime,prime.01,ARG1,thing made ready
prime,prime.01,ARG2,ready for what?
print,print.01,ARG0,printer
print,print.01,ARG1,document
print,print.01,ARG2,benefactive
privatize,privatize.01,ARG0,"government, usually"
privatize,privatize.01,ARG1,"property, usually industry"
prize,prize.01,ARG0,assigner of value
prize,prize.01,ARG1,entity prized
prize,prize.01,ARG2,prized for what
probe,probe.01,ARG0,prober
probe,probe.01,ARG1,thing probed
probe,probe.01,ARG2,in search of
proceed,proceed.01,ARG0,causer of continuing event
proceed,proceed.01,ARG1,thing continuing
process,process.01,ARG0,processor
process,process.01,ARG1,thing processed
process,process.01,ARG2,end state
process,process.01,ARG3,start state
proclaim,proclaim.01,ARG0,speaker
proclaim,proclaim.01,ARG1,utterance
proclaim,proclaim.01,ARG2,recipient
prod,prod.01,ARG0,causer
prod,prod.01,ARG1,entity urged
prod,prod.01,ARG2,action
produce,produce.01,ARG0,creator
produce,produce.01,ARG1,creation
produce,produce.01,ARG2,"created-from, thing changed"
produce,produce.01,ARG3,benefactive
profess,profess.01,ARG0,professor
profess,profess.01,ARG1,utterance
profess,profess.01,ARG2,hearer
profess,profess.01,ARG3,attributive
proffer,proffer.01,ARG0,giver
proffer,proffer.01,ARG1,thing given
proffer,proffer.01,ARG2,entity given to
profile,profile.01,ARG0,"creator, agent"
profile,profile.01,ARG1,entity profiled
profit,profit.01,ARG0,entity making money
profit,profit.01,ARG1,source
profiteer,profiteer.01,ARG0,pirate
program,program.01,ARG0,"programmer, agent"
program,program.01,ARG1,entity  programmed
program,program.01,ARG2,attribute
progress,progress.01,ARG1,thing moving
progress,progress.01,ARG3,start point
progress,progress.01,ARG4,end point
prohibit,prohibit.01,ARG0,Agent
prohibit,prohibit.01,ARG1,Theme (action or object being prevented)
prohibit,prohibit.01,ARG2,secondary predication or action
prohibit,prohibit.01,ARG3,instrument
project,project.01,ARG0,causer of projection
project,project.01,ARG1,thing projected/projecting
project,project.01,ARG2,into/onto
project,project.02,ARG0,fortune teller
project,project.02,ARG1,prediction
proliferate,proliferate.01,ARG0,thing becoming abundant
prolong,prolong.01,ARG0,"cause, agent"
prolong,prolong.01,ARG1,thing getting longer
prolong,prolong.01,ARG2,EXT
prolong,prolong.01,ARG3,start point
prolong,prolong.01,ARG4,end point
promise,promise.01,ARG0,promiser
promise,promise.01,ARG1,person promised to
promise,promise.01,ARG2,promised action
promote,promote.01,ARG0,"causer of motion, employer"
promote,promote.01,ARG1,"thing in motion, employee"
promote,promote.01,ARG2,"destination, new job"
promote,promote.01,ARG3,"source, old job"
promote,promote.02,ARG0,advertiser
promote,promote.02,ARG1,"thing being pitched, advertised"
promote,promote.02,ARG2,audience
prompt,prompt.01,ARG0,"causer, prompter"
prompt,prompt.01,ARG1,event
prompt,prompt.02,ARG0,"causer, prompter"
prompt,prompt.02,ARG1,impelled agent
prompt,prompt.02,ARG2,impelled action
prompt,prompt.03,ARG0,(tele)prompter
prompt,prompt.03,ARG1,speaker
promulgate,promulgate.01,ARG0,preacher
promulgate,promulgate.01,ARG1,wonderful thing
pronounce,pronounce.01,ARG0,speaker
pronounce,pronounce.01,ARG1,utterance
pronounce,pronounce.01,ARG2,"pronunciation, attribute"
proofread,proofread.01,ARG0,proofreader
proofread,proofread.01,ARG1,document
prop_up,prop.01,ARG0,"helper, prop"
prop_up,prop.01,ARG1,thing being held up
prop_up,prop.01,ARG2,"instrument, if separate from arg0"
propagandize,propagandize.01,ARG0,"propagandist, agent"
propagandize,propagandize.01,ARG1,person or group propagandized
propel,propel.01,ARG0,causer of motion
propel,propel.01,ARG1,thing in motion
propel,propel.01,ARG2,destination
propose,propose.01,ARG0,entity proposing
propose,propose.01,ARG1,"thing proposed, proposition"
propose,propose.01,ARG2,label???
propose,propose.01,ARG3,benefactive or entity proposed to
proscribe,proscribe.01,ARG0,causer
proscribe,proscribe.01,ARG1,thing proscribed
proscribe,proscribe.01,ARG1,proscribed from
prosecute,prosecute.01,ARG0,prosecutor
prosecute,prosecute.01,ARG1,"case, or defendant of that case"
prosecute,prosecute.01,ARG2,law justifying case
prosper,prosper.01,ARG0,thing prospering
protect,protect.01,ARG0,protector
protect,protect.01,ARG1,protected
protect,protect.01,ARG2,danger
protect,protect.01,ARG3,instrument
protest,protest.01,ARG0,protester
protest,protest.01,ARG1,objectionable thing
protest,protest.02,ARG0,speaker
protest,protest.02,ARG1,utterance
protest,protest.02,ARG2,hearer
prove,prove.01,ARG0,prover
prove,prove.01,ARG1,proposition
prove,prove.01,ARG2,"benefactive, proved-to"
provide,provide.01,ARG0,provider
provide,provide.01,ARG1,thing provided
provide,provide.01,ARG2,entity provided for (benefactive)
provision,provision.01,ARG0,entity providing provisions
provision,provision.01,ARG1,entity receiving provisions
provision,provision.01,ARG2,provisions
provoke,provoke.01,ARG0,causer
provoke,provoke.01,ARG1,reaction
provoke,provoke.01,ARG2,"react-or, when separate from reaction"
prune,prune.01,ARG0,"remover, agent"
prune,prune.01,ARG1,branches
prune,prune.01,ARG2,whole plant
prune,prune.01,ARG3,"instrument, pruning shears"
pry,pry.01,ARG0,"agent, pry-er"
pry,pry.01,ARG1,thing pried
pry,pry.01,ARG2,end state/attribute of arg1
publicize,publicize.01,ARG0,publicist
publicize,publicize.01,ARG1,topic
publicize,publicize.01,ARG2,secondary predication
publish,publish.01,ARG0,publisher
publish,publish.01,ARG1,"book, report"
puke,puke.01,ARG0,puker
puke_up,puke.02,ARG0,puker
puke_up,puke.02,ARG1,puke itself
pull,pull.01,ARG0,puller
pull,pull.01,ARG1,thing pulled
pull,pull.01,ARG2,DIR or attribute of arg1
pull,pull.01,ARG3,"EXT, distance moved"
pull,pull.06,ARG0,puller
pull,pull.06,ARG1,"the plug, the wool, etc"
pull,pull.06,ARG2,the rest of the idiom
pull_out,pull.02,ARG0,causal agent
pull_out,pull.02,ARG1,entity leaving
pull_out,pull.02,ARG2,place left
pull_through,pull.04,ARG0,survivor
pull_through,pull.04,ARG1,adverse circumstances
pull_off,pull.03,ARG0,manager
pull_off,pull.03,ARG1,deed accomplished
pull_over,pull.05,ARG0,causal agent
pull_over,pull.05,ARG1,"thing moving, pulling over"
pull_over,pull.05,ARG2,destination
pulverize,pulverize.01,ARG0,"destructor, agent"
pulverize,pulverize.01,ARG1,entity pulverized
pummel,pummel.01,ARG0,"agent, hitter - animate only!"
pummel,pummel.01,ARG1,thing hit
pummel,pummel.01,ARG2,"instrument, thing hit by or with"
pump,pump.01,ARG0,pumper
pump,pump.01,ARG1,container
pump,pump.01,ARG2,liquid
pump_up,pump.02,ARG0,pumper
pump_up,pump.02,ARG1,thing increased
pump_out,pump.03,ARG0,pumper
pump_out,pump.03,ARG1,thing drained
pump_out,pump.03,ARG2,liquid
pump_out,pump.03,ARG3,instrument
punch,punch.01,ARG0,agent
punch,punch.01,ARG1,entity punched
punish,punish.01,ARG0,"punisher, agent"
punish,punish.01,ARG1,person punished
punish,punish.01,ARG2,punished for
purchase,purchase.01,ARG0,purchaser
purchase,purchase.01,ARG1,thing purchased
purchase,purchase.01,ARG2,seller
purchase,purchase.01,ARG3,price paid
purchase,purchase.01,ARG4,benefactive
purge,purge.01,ARG0,"remover, agent"
purge,purge.01,ARG1,entity purged
purge,purge.01,ARG2,entity purged of
purport,purport.01,ARG0,claimer
purport,purport.01,ARG1,thing claimed
purr,purr.01,ARG0,cat
purr,purr.02,ARG0,speaker
purr,purr.02,ARG1,utterance
purr,purr.02,ARG2,hearer
pursue,pursue.01,ARG0,thing following
pursue,pursue.01,ARG1,thing followed
push,push.01,ARG0,pusher
push,push.01,ARG1,thing pushed
push,push.01,ARG2,direction
push,push.02,ARG0,"forcer, pusher"
push,push.02,ARG1,impelled agent
push,push.02,ARG2,impelled action
push,push.03,ARG1,aging person
push,push.03,ARG2,age they're nearing
put,put.01,ARG0,putter
put,put.01,ARG1,thing put
put,put.01,ARG2,where put
put,put.02,ARG0,speaker
put,put.02,ARG1,thing said
put,put.03,ARG0,putter
put,put.03,ARG1,thing put
put,put.03,ARG2,attribute of arg1
put_in,put.05,ARG0,contributor
put_in,put.05,ARG1,contribution
put_off,put.06,ARG0,delayer
put_off,put.06,ARG1,delayed
put_off,put.06,ARG2,"delay itself, EXT, time period"
put_off,put.07,ARG0,offender
put_off,put.07,ARG1,offended
put_on,put.08,ARG0,wearer
put_on,put.08,ARG1,clothing
put_out,put.09,ARG0,extinguisher
put_out,put.09,ARG1,fire
put_out,put.10,ARG0,distributor
put_out,put.10,ARG1,distributed
put_up,put.11,ARG0,supplier
put_up,put.11,ARG1,"supply, equipment"
put_up,put.11,ARG2,recipient
put_up,put.12,ARG0,tolerater
put_up,put.12,ARG1,thing tolerated
hard_put,put.04,ARG0,"causer, usually infinitival"
hard_put,put.04,ARG1,experiencer
puzzle,puzzle.01,ARG0,"cause, agent"
puzzle,puzzle.01,ARG1,entity experiencing confusion
puzzle,puzzle.01,ARG2,confused about or over what?
pyramid,pyramid.01,ARG0,"builder, agent"
pyramid,pyramid.01,ARG1,thing built (pyramid)
quack,quack.01,ARG0,duck
quadruple,quadruple.01,ARG0,causer of increase
quadruple,quadruple.01,ARG1,"thing increasing, rising"
quadruple,quadruple.01,ARG2,"EXT, always unmentioned because it's 4x"
quadruple,quadruple.01,ARG3,start point
quadruple,quadruple.01,ARG4,end point
qualify,qualify.01,ARG0,speaker
qualify,qualify.01,ARG1,thing being described
qualify,qualify.01,ARG2,secondary predication
qualify,qualify.02,ARG1,entity being tested
qualify,qualify.02,ARG2,for what?
quantify,quantify.01,ARG0,counter
quantify,quantify.01,ARG1,thing counted
quarrel,quarrel.01,ARG0,a person engaged in a quarrel
quarrel,quarrel.01,ARG1,other person quarreling
quarrel,quarrel.01,ARG2,topic
quash,quash.01,ARG0,squasher
quash,quash.01,ARG1,thing squashed
quell,quell.01,ARG0,causer
quell,quell.01,ARG1,entity quelled
query,query.01,ARG0,"asker, querier"
query,query.01,ARG1,"oracle, answerer"
question,question.01,ARG0,asker
question,question.01,ARG1,question or thing in doubt
question,question.01,ARG2,"entity asked, hearer"
queue,queue.01,ARG0,putter of something in a line
queue,queue.01,ARG1,things in a line
quibble,quibble.01,ARG0,first actor or all participants
quibble,quibble.01,ARG1,second actor (if separate)
quibble,quibble.01,ARG2,topic
quicken,quicken.01,ARG1,thing becoming faster
quicken,quicken.01,ARG2,EXT
quicken,quicken.01,ARG3,old speed
quicken,quicken.01,ARG4,new speed
quiet,quiet.01,ARG0,"cause,agent"
quiet,quiet.01,ARG1,entity becoming quiet
quiet_down,quiet.02,ARG0,"cause, agent"
quiet_down,quiet.02,ARG1,entity becoming quiet
quip,quip.01,ARG0,speaker
quip,quip.01,ARG1,joke
quip,quip.01,ARG2,hearer
quit,quit.01,ARG0,quitter
quit,quit.01,ARG1,job
quiz,quiz.01,ARG0,asker
quiz,quiz.01,ARG1,quizzed
quiz,quiz.01,ARG2,topic
quote,quote.01,ARG0,quoter
quote,quote.01,ARG1,quoted: speaker
quote,quote.01,ARG2,quote: utterance or attribute of arg1
race,race.01,ARG0,runner
race,race.01,ARG1,destination or path
race,race.02,ARG0,competitor
race,race.02,ARG1,opponent
race,race.02,ARG2,prize or competition
rack_up,rack.01,ARG0,"agent, entity acquiring something"
rack_up,rack.01,ARG1,thing acquired
rack_up,rack.01,ARG2,seller
rack_up,rack.01,ARG3,price paid
rack_up,rack.01,ARG4,benefactive
radio,radio.01,ARG0,"transmitter, agent"
radio,radio.01,ARG1,entity transmitted
radio,radio.01,ARG2,destination
rage,rage.01,ARG0,speaker
rage,rage.01,ARG1,utterance
rage,rage.01,ARG2,hearer
rage,rage.02,ARG0,angry entity
rage,rage.02,ARG1,target of anger
raid,raid.01,ARG0,raider
raid,raid.01,ARG1,raided
rail,rail.01,ARG0,"agent, speaker"
rail,rail.01,ARG1,thing objected to
rain,rain.01,ARG0,metaphorical agent
rain,rain.01,ARG1,metaphorical rain
rain,rain.01,ARG2,rained upon
raise,raise.01,ARG0,Agent
raise,raise.01,ARG1,"Logical subject, patient, thing rising"
raise,raise.01,ARG2,"EXT, amount risen"
raise,raise.01,ARG3,Start point
raise,raise.01,ARG4,End point
raise,raise.01,ARGM,Medium
raise,raise.02,ARG0,getter of money
raise,raise.02,ARG1,money
raise,raise.02,ARG2,giver of money
